BENCHMARK STARTED
1539953970.115212 54
1539953970.529240 54
1539953970.966896 54
1539953971.377924 54
1539953971.790411 54
1539953972.201369 54
1539953972.615202 54
1539953973.032726 54
1539953973.450390 54
1539953973.906014 55
1539953974.343096 54
1539953974.771224 54
1539953975.183633 54
1539953975.665643 54
1539953976.102854 54
1539953976.532080 53
1539953976.953098 54
1539953977.444334 55
1539953977.881395 54
1539953978.300389 54
1539953978.712322 54
1539953979.150608 54
1539953979.571357 54
1539953979.992897 54
1539953980.404544 55
1539953980.845269 55
1539953981.259111 54
1539953981.670985 54
1539953982.082932 55
1539953982.526170 55
1539953982.941794 54
1539953983.354607 54
1539953983.762992 54
1539953984.174568 54
1539953984.588312 54
1539953985.008270 54
1539953985.459769 54
1539953985.903592 54
1539953986.326734 54
1539953986.740985 54
1539953987.239751 54
1539953987.675012 54
1539953988.104813 54
1539953988.520639 54
1539953989.016300 54
1539953989.445015 54
1539953989.860264 54
1539953990.273273 54
1539953990.745616 54
1539953991.163629 54
1539953991.576767 54
1539953991.996842 54
1539953992.477664 54
1539953992.886123 54
1539953993.303054 54
1539953993.714005 54
1539953994.176311 54
1539953994.591672 55
1539953995.011517 54
1539953995.428975 54
1539953995.844764 54
1539953996.261127 55
1539953996.675499 54
1539953997.086147 55
1539953997.532549 54
1539953997.954266 55
1539953998.374258 54
1539953998.850846 54
1539953999.294687 54
1539953999.715400 54
1539954000.126553 55
1539954000.623258 54
1539954001.060888 54
1539954001.485670 55
1539954001.903699 54
1539954002.386302 54
1539954002.813764 54
1539954003.232532 54
1539954003.646381 54
1539954004.101830 54
1539954004.522235 54
1539954004.938976 54
1539954005.352691 54
1539954005.768285 54
1539954006.181863 54
1539954006.596871 54
1539954007.013816 54
1539954007.438366 54
1539954007.849537 55
1539954008.262328 55
1539954008.689323 54
1539954009.104244 54
1539954009.532131 54
1539954009.950405 55
1539954010.435137 54
1539954010.885986 54
1539954011.308580 55
1539954011.719302 54
1539954012.205567 54
1539954012.642997 55
1539954013.076480 54
1539954013.496303 55
1539954013.963134 55
1539954014.374097 54
1539954014.786750 54
1539954015.198819 54
1539954015.629875 54
1539954016.043216 54
1539954016.462866 54
1539954016.873004 54
1539954017.291135 54
1539954017.699272 54
1539954018.112490 54
1539954018.571000 54
1539954019.003961 54
1539954019.427710 54
1539954019.841454 54
1539954020.315756 54
1539954020.729769 54
1539954021.152204 54
1539954021.570743 54
1539954022.065200 54
1539954022.495438 55
1539954022.916244 54
1539954023.339485 54
1539954023.788947 54
1539954024.203822 54
1539954024.615661 55
1539954025.030447 54
1539954025.480321 54
1539954025.886866 55
1539954026.302090 54
1539954026.712850 54
1539954027.125430 54
1539954027.542999 54
1539954027.961996 54
1539954028.395073 55
1539954028.846270 54
1539954029.255258 54
1539954029.674733 54
1539954030.135607 55
1539954030.555660 54
1539954030.982353 54
1539954031.394576 54
1539954031.873103 54
1539954032.315600 54
1539954032.734977 54
1539954033.144660 54
1539954033.594907 54
1539954034.016664 54
1539954034.445808 54
1539954034.860275 55
1539954035.304824 54
1539954035.717734 54
1539954036.137972 54
1539954036.558533 54
1539954037.012216 54
1539954037.426921 55
1539954037.842960 54
1539954038.254147 54
1539954038.704064 54
1539954039.116450 54
1539954039.533659 55
1539954039.960546 54
1539954040.375930 55
1539954040.785998 54
1539954041.200283 54
1539954041.612078 54
1539954042.053446 54
1539954042.473050 54
1539954042.890980 54
1539954043.323738 54
1539954043.738109 54
1539954044.158008 54
1539954044.574257 54
1539954045.020081 54
1539954045.442400 54
1539954045.859470 54
1539954046.274458 54
1539954046.718657 54
1539954047.127882 55
1539954047.554208 54
1539954047.976481 55
1539954048.434067 55
1539954048.850793 55
1539954049.268461 54
1539954049.678364 54
1539954050.156034 54
1539954050.591543 54
1539954051.026904 54
1539954051.443680 54
1539954051.872592 54
1539954052.284657 54
1539954052.696385 54
1539954053.109420 54
1539954053.528261 55
1539954053.944715 55
1539954054.357947 55
1539954054.813111 55
1539954055.252687 54
1539954055.671817 54
1539954056.088674 54
1539954056.549854 54
1539954056.971734 54
1539954057.390658 54
1539954057.804706 54
1539954058.293124 54
1539954058.725309 54
1539954059.145165 54
1539954059.560336 54
1539954060.004813 55
1539954060.433533 54
1539954060.867849 54
1539954061.285533 54
1539954061.736008 55
1539954062.150275 54
